0x00000000,globals\cache_file_global_tags
0x000029E4,fx\lens_flares\_bitmaps\soft_square_flare
0x000029EC,objects\vehicles\warthog\turrets\chaingun\chaingun
0x000029ED,objects\vehicles\warthog\turrets\gauss\gauss
0x00002A03,camera\warthog_g_camera
0x00002A52,objects\vehicles\warthog\turrets\troop\troop
0x00002A53,objects\vehicles\warthog\fx\running\troop_lights
0x00002A57,objects\vehicles\warthog\turrets\troop\troop
0x00002A5F,objects\vehicles\warthog\turrets\troop\garbage\can\can
0x00002A62,objects\vehicles\warthog\turrets\troop\shaders\troop
0x00002A63,objects\vehicles\warthog\turrets\troop\bitmaps\troop
0x00002A64,objects\vehicles\warthog\turrets\troop\bitmaps\troop_bump
0x00002A67,objects\vehicles\warthog\turrets\troop\garbage\floodlight\floodlight
0x00002A80,objects\bitmaps\detail_maps\rubber
0x00002AD5,levels\multi\deadlock\bitmaps\deadlock_sand_underwater
0x00002AF3,objects\vehicles\scorpion\bitmaps\wrng_travis_detail
0x00002AF4,objects\vehicles\scorpion\bitmaps\scorpion_hull_bump
0x00002B03,sound\vehicles\hornet\hornet_eng_left\hornet_eng_left
0x00002B04,sound\vehicles\hornet\hornet_eng_right\hornet_eng_right
0x00002B05,sound\vehicles\hornet\hornet_boost_left\hornet_boost_left
0x00002B06,sound\vehicles\hornet\hornet_boost_right\hornet_boost_right
0x00002B07,objects\vehicles\hornet\fx\running\running
0x00002B08,objects\vehicles\hornet\fx\running\thrusters
0x00002B09,objects\vehicles\hornet\fx\running\thrusters
0x00002B0A,sound\vehicles\hornet\hornet_engine_notflock_lod\hornet_engine_notflock_lod
0x00002B2E,objects\vehicles\hornet\bitmaps\hornet
0x00002B2F,objects\vehicles\hornet\bitmaps\hornet_bump
0x00002B33,shaders\shader_templates\_0_0_0_0_0_0_0_3_0_0
0x00002B3B,objects\vehicles\civilian\bitmaps\forklift
0x00002B3C,objects\gear\human\residential\bitmaps\metal_detail
0x00002B3D,objects\vehicles\civilian\bitmaps\forklift_bump
0x00002B3E,objects\gear\human\industrial\bitmaps\detail_metal_scratches_b_bump
0x00002B3F,levels\solo\040_voi\bitmaps\metals\grate_a
0x00002B40,levels\solo\040_voi\bitmaps\metals\grate_a_bump
0x00002B41,shaders\shader_templates\_0_1_1_0_2_0_0_0_0_0
0x00002B44,objects\vehicles\civilian\bitmaps\glass
0x00002B45,shaders\shader_templates\_0_0_0_1_5_2_0_1_0_0
0x00002B6D,objects\vehicles\phantom\bitmaps\phantom_anitgrav
0x00002B72,objects\vehicles\wraith\bitmaps\wraith_detail
0x00002B73,objects\vehicles\phantom\bitmaps\phantom_bump
0x00002B76,objects\vehicles\banshee\bitmaps\banshee_detail_bump
0x00002B7F,objects\vehicles\banshee\fx\running\wingtip_trails
0x00002B80,objects\vehicles\banshee\fx\running\running_lights
0x00002B81,objects\vehicles\banshee\fx\running\pod_flare
0x00002B82,objects\vehicles\banshee\fx\running\boost
0x00002B90,bitmaps\detail_maps\covenant_metal_detail
0x00002BAB,objects\gear\covenant\military\crate_space\crate_space
0x00002BAE,objects\gear\covenant\military\shaders\cov_storage_metal
0x00002BAF,objects\gear\covenant\military\shaders\cov_storage_shell
0x00002BB0,objects\gear\covenant\military\bitmaps\cov_storage
0x00002BB1,objects\gear\covenant\military\bitmaps\cov_storage_bump
0x00002BB2,objects\gear\covenant\military\bitmaps\cov_storage_cc
0x00002BB3,shaders\shader_templates\_3_2_0_1_2_2_0_0_0_0
0x00002BBE,objects\characters\odst\odst
0x00002BC0,objects\characters\marine\marine
0x00002BC1,objects\characters\marine\marine
0x00002BC8,objects\characters\odst\bitmaps\odst_helmet_zbump
0x00002BC9,objects\characters\odst\bitmaps\odst_helmet_diffuse
0x00002BCB,objects\characters\odst\bitmaps\personal_decals
0x00002BD4,objects\characters\odst\bitmaps\odst_body_zbump
0x00002BD5,objects\characters\odst\bitmaps\odst_body_diffuse
0x00002C03,objects\characters\flood_muffins\generic_muffins\generic_muffins
0x00002C0C,objects\characters\flood_muffins\shaders\flood_muffins
0x00002C0D,objects\characters\flood_muffins\bitmaps\flood_muffin_diffuse
0x00002C0E,objects\characters\flood_muffins\bitmaps\flood_muffin_zbump
0x00002C0F,objects\characters\floodcombat_human\bitmaps\flood_skin1_zbump
0x00002C10,shaders\shader_templates\_0_2_0_2_1_2_0_0_0_0
0x00002C13,objects\characters\marine\marine
0x00002C14,objects\characters\marine\marine
0x00002C15,objects\characters\marine\marine
0x00002C1A,objects\characters\marine\helmet_pilot\helmet_pilot
0x00002C1D,objects\characters\marine\shaders\pilot_metal
0x00002C1E,objects\characters\marine\shaders\pilot_rubber
0x00002C1F,objects\characters\marine\shaders\pilot_visor
0x00002C20,objects\characters\marine\shaders\pilot_decal
0x00002C21,objects\characters\marine\bitmaps\pilot_diffuse
0x00002C22,objects\characters\marine\bitmaps\pilot_bump
0x00002C23,objects\characters\marine\bitmaps\pilot_illum
0x00002C24,shaders\shader_templates\_0_2_0_1_1_0_1_0_0_1
0x00002C27,objects\characters\marine\bitmaps\pilot_decal
0x00002C28,shaders\shader_templates\_0_1_0_0_1_0_0_3_0_1
0x00002C2C,objects\characters\marine\chestplate_pilot\chestplate_pilot
0x00002C32,objects\characters\marine\helmet_standard\helmet_standard
0x00002C35,objects\characters\marine\shaders\marine_standard_metal
0x00002C36,objects\characters\marine\bitmaps\marine_standard_game_diffuse
0x00002C37,objects\characters\marine\bitmaps\marine_standard_zbump
0x00002C39,objects\characters\marine\hat\hat
0x00002C3C,objects\characters\marine\shaders\johnson_cap
0x00002C3D,objects\characters\marine\bitmaps\marine_arm_pack_perm_diffuse
0x00002C3E,objects\characters\marine\bitmaps\marine_arm_pack_perm_zbump
0x00002C3F,objects\characters\marine\bitmaps\fabric_detail
0x00002C40,objects\characters\marine\bitmaps\fabric_detail_bump
0x00002C41,shaders\shader_templates\_0_2_0_1_1_0_0_0_0_0
0x00002C44,objects\characters\marine\shaders\eyes_fones
0x00002C45,objects\characters\marine\shaders\eyes_gough
0x00002C46,objects\characters\marine\shaders\eyes_isla
0x00002C47,objects\characters\marine\shaders\eyes_butkus
0x00002C48,objects\characters\marine\shaders\eyes_lehto
0x00002C49,objects\characters\marine\shaders\eyes_morgan
0x00002C4A,objects\characters\marine\shaders\eyes_smith
0x00002C4B,objects\characters\marine\shaders\eyes_walter
0x00002C4C,objects\characters\marine\shaders\eyes_wu
0x00002C4D,objects\characters\marine\shaders\eyes_arroyo
0x00002C4E,objects\characters\marine\shaders\eyes_johnson
0x00002C4F,objects\characters\marine\shaders\equipment
0x00002C50,objects\characters\marine\shaders\goggles
0x00002C51,objects\characters\marine\shaders\head_walter
0x00002C52,objects\characters\marine\shaders\marine_mouth
0x00002C53,objects\characters\marine\shaders\wounded_head_decals
0x00002C54,objects\characters\marine\shaders\head_smith
0x00002C55,objects\characters\marine\shaders\head_morgan
0x00002C56,objects\characters\marine\shaders\head_johnson
0x00002C57,objects\characters\marine\shaders\head_mike
0x00002C58,objects\characters\marine\shaders\head_lehto
0x00002C59,objects\characters\marine\shaders\head_gough
0x00002C5A,objects\characters\marine\shaders\head_fones
0x00002C5B,objects\characters\marine\shaders\head_isla
0x00002C5C,objects\characters\marine\shaders\head_arroyo
0x00002C5D,objects\characters\marine\shaders\head_butkus
0x00002C5E,objects\characters\marine\shaders\gauze
0x00002C5F,objects\characters\marine\shaders\marine_standard
0x00002C60,objects\characters\marine\shaders\bare_arms
0x00002C61,objects\characters\marine\shaders\chest_death
0x00002C62,objects\characters\marine\shaders\chest_death_decal
0x00002C63,objects\characters\marine\shaders\comm_pack
0x00002C64,objects\characters\marine\shaders\teeth
0x00002C65,objects\characters\marine\bitmaps\eyes_blue
0x00002C66,objects\characters\marine\bitmaps\eyes_zbump
0x00002C67,objects\characters\marine\bitmaps\eyes_green
0x00002C68,objects\characters\marine\bitmaps\eyes_ambient
0x00002C69,shaders\shader_templates\_0_1_0_1_6_0_0_0_0_0
0x00002C6C,objects\characters\marine\bitmaps\eyes_hazel
0x00002C6D,objects\characters\marine\bitmaps\eyes_brown
0x00002C6E,objects\characters\marine\bitmaps\eyes_dark
0x00002C6F,shaders\shader_templates\_0_1_0_1_5_2_0_3_0_0
0x00002C72,objects\characters\marine\bitmaps\marine_head_plate_bump
0x00002C73,objects\characters\marine\bitmaps\marine_head_plate
0x00002C74,objects\characters\marine\bitmaps\marine_head_plate_spec
0x00002C75,objects\characters\marine\bitmaps\marine_head_plate_sss
0x00002C76,objects\bitmaps\detail_maps\skin_human
0x00002C77,objects\bitmaps\detail_maps\skin_human_bump
0x00002C78,shaders\shader_templates\_0_2_0_0_6_0_0_0_0_0
0x00002C7B,objects\characters\marine\bitmaps\teeth
0x00002C7C,objects\characters\marine\bitmaps\teeth_zbump
0x00002C7D,objects\characters\marine\bitmaps\teeth_spec
0x00002C7E,objects\characters\marine\bitmaps\teeth_sss
0x00002C7F,objects\characters\marine\bitmaps\human_wounded_decals
0x00002C80,objects\characters\marine\bitmaps\lehto_morgan_head_plate_bump
0x00002C81,objects\characters\marine\bitmaps\lehto_morgan_head_plate
0x00002C82,objects\characters\marine\bitmaps\lehto_morgan_head_plate_spec
0x00002C83,objects\characters\marine\bitmaps\lehto_morgan_head_plate_sss
0x00002C84,objects\characters\marine\bitmaps\head_johnson_zbump
0x00002C85,objects\characters\marine\bitmaps\head_johnson_diffuse
0x00002C86,objects\characters\marine\bitmaps\head_johnson_spec
0x00002C87,objects\characters\marine\bitmaps\head_johnson_sss
0x00002C88,objects\characters\marine\bitmaps\gauze_diffuse
0x00002C89,objects\characters\marine\bitmaps\gauze_detail
0x00002C8A,objects\characters\marine\bitmaps\gauze_bump
0x00002C8B,objects\characters\marine\bitmaps\gause_detail_bump
0x00002C8C,objects\characters\marine\bitmaps\marine_arm_change_color
0x00002C8D,objects\characters\marine\bitmaps\marine_arm_pack_perm_spec
0x00002C8E,shaders\shader_templates\_3_1_0_0_6_1_0_0_0_0
0x00002C91,objects\characters\marine\bitmaps\chest_death
0x00002C92,objects\characters\marine\bitmaps\chest_death_bump
0x00002C93,objects\characters\marine\bitmaps\chest_death_decal
0x00002C94,shaders\decal_templates\_0_2_0_0_0_0
0x00002C97,objects\characters\marine\bitmaps\marinebp_diffuse
0x00002C98,objects\characters\marine\bitmaps\marinebp_zbump
0x00002C99,objects\characters\marine\bitmaps\teeth_alpha
0x00002C9A,shaders\shader_templates\_0_1_1_1_6_0_0_0_0_0
0x00002C9F,fx\material_effects\objects\vehicles\banshee
0x00002CA0,camera\hornet_d_camera
0x00002CA2,fx\scenery_fx\destruction\emp_drain_medium\emp_drain_medium
0x00002CC5,objects\vehicles\hornet\shaders\hornet_metal
0x00002CC6,objects\vehicles\hornet\shaders\hornet_damage
0x00002CC7,objects\vehicles\hornet\bitmaps\hornet_damage
0x00002CC8,objects\vehicles\hornet\bitmaps\hornet_damage_bump
0x00002CC9,objects\vehicles\hornet\bitmaps\hornet_damage_illum
0x00002CCA,shaders\shader_templates\_0_1_0_1_1_2_2_0_0_0
0x00002CE5,objects\vehicles\hornet\garbage\landing_gear\landing_gear
0x00002CE6,objects\vehicles\hornet\garbage\landing_gear\landing_gear
0x00002CED,objects\vehicles\hornet\garbage\jet_l\jet_l
0x00002CEE,objects\vehicles\hornet\garbage\jet_l\jet_l
0x00002D2B,objects\vehicles\warthog\bitmaps\glass_damage_bump
0x00002D36,fx\lens_flares\_bitmaps\explosive_burst
0x00002D92,fx\lens_flares\_bitmaps\newstar
0x00002E24,objects\vehicles\civilian\forklift\forklift
0x00002E2E,objects\vehicles\civilian\forklift\garbage\arms_destro\arms_destro
0x00002E31,objects\vehicles\civilian\shaders\forklift_hull_destro
0x00002E32,objects\gear\human\industrial\shaders\human_industrial_decals
0x00002E33,objects\vehicles\civilian\bitmaps\forklift_destro
0x00002E34,levels\shared\bitmaps\multi\rock_granite_bump
0x00002E35,objects\gear\human\industrial\bitmaps\decals_industrial
0x00002E37,objects\vehicles\civilian\forklift\garbage\cage_a\cage_a
0x00002E3A,objects\vehicles\civilian\forklift\shaders\forklift_grate
0x00002E3C,objects\vehicles\civilian\forklift\garbage\engine_door\engine_door
0x00002E40,objects\vehicles\civilian\forklift\garbage\small_wheel\small_wheel
0x00002E44,objects\vehicles\civilian\forklift\garbage\large_wheel\large_wheel
0x00002E47,objects\vehicles\civilian\forklift\shaders\forklift_hull
0x00002E48,objects\vehicles\civilian\forklift\shaders\forklift_glass
0x00002E54,levels\multi\riverworld\bitmaps\riverworld_metal_bump
0x00002E5C,objects\characters\ambient_life\rat\rat
0x00002E6A,objects\characters\ambient_life\rat\bitmaps\rateye
0x00002E72,sound\vehicles\banshee\banshee_engine_lod\banshee_engine_lod
0x00002E75,objects\vehicles\lod\lod_banshee\lod_banshee
0x00002E7E,objects\vehicles\lod\bitmaps\lod_banshee
0x00002E80,fx\particles\models\debris\covenant_debris_med\_bitmaps\cov_debris
0x00002E82,objects\vehicles\lod\shaders\lod_banshee_hull
0x00002E83,objects\vehicles\lod\bitmaps\lod_banshee_hull
0x00002E84,shaders\shader_templates\_0_0_0_1_2_2_0_0_0_0
0x00002E87,levels\ui\mainmenu\mainmenu_faux_lightmap
0x00002E90,objects\multi\spawning\respawn_point
0x00002E91,objects\multi\ctf\ctf_initial_spawn_point
0x00002E92,objects\multi\slayer\slayer_initial_spawn_point
0x00002E93,objects\multi\ctf\ctf_respawn_zone
0x00002E94,objects\multi\slayer\slayer_respawn_zone
0x00002E95,objects\multi\ctf\ctf_flag_at_home_respawn_zone
0x00002E96,objects\multi\ctf\ctf_flag_away_respawn_zone
0x00002E97,objects\multi\territories\territories_respawn_zone
0x00002E98,levels\multi\assault\assault_initial_spawn_point
0x00002E99,levels\multi\assault\assault_respawn_zone
0x00002E9A,objects\multi\koth\koth_initial_spawn_point
0x00002E9C,objects\multi\territories\territories_initial_spawn_point
0x00002E9D,objects\multi\oddball\oddball_initial_spawn_point
0x00002E9E,objects\multi\vip\vip_initial_spawn_point
0x00002E9F,objects\multi\vip\vip_respawn_zone
0x00002EA6,objects\multi\spawning\respawn_point_invisible
0x00002EA9,objects\equipment\gravlift_equipment\gravlift_equipment
0x00002EAA,objects\multi\powerups\powerup_blue\powerup_blue
0x00002EAB,objects\multi\powerups\powerup_red\powerup_red
0x00002EAC,objects\multi\powerups\powerup_yellow\powerup_yellow
0x00002EBF,objects\equipment\gravlift_permanent\gravlift_permanent
0x00002EFD,levels\multi\guardian\shaders\guardian_tree_stump_blend
0x00002EFE,levels\multi\guardian\shaders\guardian_outside_finger_front_a
0x00002EFF,levels\multi\guardian\shaders\guardian_outside_finger_a
0x00002F00,levels\multi\guardian\shaders\guardian_panel_trim_a
0x00002F01,levels\multi\guardian\shaders\guardian_metal_b
0x00002F02,levels\multi\guardian\shaders\guardian_metal_a
0x00002F03,levels\multi\guardian\shaders\guardian_floor_a
0x00002F04,levels\multi\guardian\shaders\guardian_floor_ramp
0x00002F05,levels\multi\guardian\shaders\guardian_railings_a
0x00002F06,levels\multi\guardian\shaders\guardian_metal_c
0x00002F07,levels\multi\guardian\shaders\guardian_floor_trim
0x00002F08,levels\multi\guardian\shaders\panel_wall_vert
0x00002F09,levels\multi\guardian\shaders\guardian_floor_trim_strip
0x00002F0A,levels\multi\guardian\shaders\guardian_tree_branch_a_blend
0x00002F0B,levels\multi\guardian\shaders\guardian_outside_bracket_front_a
0x00002F0C,levels\multi\guardian\shaders\guardian_outside_bracket_a
0x00002F0D,levels\multi\guardian\shaders\guardian_outside_ring_top_a
0x00002F0E,levels\multi\guardian\shaders\guardian_outside_ring_a
0x00002F0F,levels\multi\guardian\shaders\guardian_wall_a
0x00002F10,levels\multi\guardian\shaders\guardian_panel_tech_trim
0x00002F11,levels\multi\guardian\shaders\guardian_panel_cust_arch_int
0x00002F12,levels\multi\guardian\shaders\guardian_panel_simple
0x00002F13,levels\multi\salvation\shaders\light_techstrip_warm
0x00002F14,levels\multi\guardian\shaders\guardian_panel_door_trim
0x00002F15,levels\multi\guardian\shaders\guardian_minilift_floor
0x00002F16,levels\multi\guardian\shaders\guardian_columns_multiple
0x00002F17,levels\multi\guardian\shaders\waste_panel_wall
0x00002F18,levels\multi\guardian\shaders\guardian_floor_trim_strip_light
0x00002F19,levels\multi\guardian\shaders\guardian_metal_bar_side
0x00002F1A,levels\multi\guardian\shaders\guardian_metal_bar
0x00002F1B,levels\multi\guardian\shaders\guardian_metal_d
0x00002F1C,levels\multi\guardian\shaders\guardian_centercircle_tech
0x00002F1D,levels\multi\guardian\shaders\guardian_braces_side
0x00002F1E,levels\multi\guardian\shaders\guardian_braces_light
0x00002F1F,levels\multi\guardian\shaders\guardian_ground
0x00002F20,levels\solo\100_citadel\shaders\glass_control
0x00002F21,levels\multi\guardian\shaders\panel_poop_ramp
0x00002F22,levels\multi\guardian\shaders\guardian_hall_panel
0x00002F23,levels\multi\guardian\shaders\guardian_int_light_warm
0x00002F24,levels\multi\guardian\shaders\guardian_int_light_cool
0x00002F25,levels\multi\guardian\shaders\guardian_stump_floor
0x00002F26,levels\multi\guardian\shaders\guardian_treehanger_side
0x00002F27,levels\multi\guardian\shaders\guardian_tree_a_blend
0x00002F28,levels\multi\guardian\shaders\guardian_tree_stump_inside_blend
0x00002F29,levels\multi\guardian\shaders\guardian_glass_platform
0x00002F2A,levels\multi\guardian\shaders\guardian_mancannon_trim
0x00002F2B,levels\multi\guardian\shaders\guardian_mancannon_finger_a
0x00002F2C,levels\multi\guardian\shaders\guardian_light_circle_lift
0x00002F2D,levels\multi\guardian\shaders\guardian_techstrip
0x00002F2E,levels\multi\guardian\shaders\guardian_glass_liftroom
0x00002F2F,levels\multi\guardian\shaders\guardian_centerplatform_glass
0x00002F30,levels\multi\guardian\shaders\cit_ringplatform_light
0x00002F31,levels\multi\guardian\shaders\guardian_centerroom_floor
0x00002F32,levels\solo\100_citadel\shaders\panel_mast_c
0x00002F33,levels\multi\guardian\shaders\guardian_treebark
0x00002F34,levels\multi\guardian\shaders\guardian_floor_liftroom_a
0x00002F35,levels\multi\guardian\shaders\guardian_centerplatform_metalunderglass
0x00002F36,levels\multi\guardian\shaders\guardian_centerplatform_floor
0x00002F37,levels\multi\salvation\shaders\sal_floor_tile
0x00002F38,levels\multi\salvation\shaders\panel_wedge
0x00002F39,levels\multi\salvation\shaders\light_circle_lift
0x00002F3A,levels\multi\salvation\shaders\panel_door_trim_ext
0x00002F3B,levels\multi\guardian\shaders\guardian_doorjam
0x00002F3C,levels\multi\guardian\shaders\guardian_outside_panel_a
0x00002F3D,levels\multi\salvation\shaders\trim_trim_sm
0x00002F3E,levels\multi\guardian\shaders\waste_panel_wall_inset
0x00002F3F,levels\multi\guardian\shaders\guardian_wall_b
0x00002F40,levels\multi\guardian\shaders\guardian_outside_panel_b
0x00002F41,levels\multi\guardian\shaders\guardian_wall_c
0x00002F45,levels\shared\decorators\foliage\guardian_fern\fern
0x00002F46,levels\shared\decorators\foliage\guardian_hanging_vines\hanging_vines
0x00002F47,levels\shared\decorators\foliage\guardian_creeper_vine\creeper_vine_green
0x00002F48,levels\shared\decorators\foliage\guardian_hanging_vines\hanging_vines_small
0x00002F49,shaders\terrain
0x00002F4A,levels\multi\guardian\bitmaps\guardian_tree_bark_stump_dif
0x00002F4B,levels\multi\guardian\bitmaps\guardian_tree_a_blend
0x00002F4C,levels\multi\riverworld\bitmaps\cliff_rock_bump
0x00002F4D,levels\multi\guardian\bitmaps\guardian_tree_bark_detail
0x00002F4E,levels\multi\guardian\bitmaps\guardian_tree_leaves_bump
0x00002F52,shaders\terrain_options\default_blending
0x00002F53,shaders\terrain_options\dynamic_blending
0x00002F54,shaders\terrain_options\diffuse_only_m_0
0x00002F55,shaders\terrain_options\diffuse_plus_specular_m_0
0x00002F56,shaders\terrain_options\diffuse_only_m_1
0x00002F57,shaders\terrain_options\diffuse_plus_specular_m_1
0x00002F58,shaders\terrain_options\diffuse_only_m_2
0x00002F59,shaders\terrain_options\diffuse_plus_specular_m_2
0x00002F5A,shaders\terrain_options\diffuse_only_m_3
0x00002F5B,shaders\terrain_options\diffuse_plus_specular_m_3
0x00002F5C,shaders\terrain_shared_pixel_shaders
0x00002F5D,shaders\terrain_shared_vertex_shaders
0x00002F5E,levels\multi\salvation\bitmaps\panel_door_trim_dif
0x00002F5F,levels\multi\salvation\bitmaps\panel_door_trim_bump
0x00002F60,levels\multi\guardian\bitmaps\guardian_metal_light
0x00002F61,levels\multi\salvation\bitmaps\panel_deco_trim_parallax
0x00002F62,shaders\shader_templates\_0_1_0_1_2_2_0_0_1_0
0x00002F65,levels\multi\guardian\bitmaps\guardian_outside_finger_a_dif
0x00002F66,levels\multi\guardian\bitmaps\guardian_outside_finger_a_bump
0x00002F67,levels\solo\070_waste\bitmaps\waste_panel_trim
0x00002F68,levels\solo\070_waste\bitmaps\waste_panel_trim_bump
0x00002F69,levels\multi\guardian\bitmaps\guardian_metal_generic_dif
0x00002F6A,levels\multi\guardian\bitmaps\guardian_floor_a_dif
0x00002F6B,levels\multi\guardian\bitmaps\guardian_floor_a_bump
0x00002F6C,levels\multi\guardian\bitmaps\guardian_floor_ramp_dif
0x00002F6D,levels\multi\guardian\bitmaps\guardian_floor_ramp_bump
0x00002F6E,levels\multi\guardian\bitmaps\guardian_railings_dif
0x00002F6F,levels\multi\guardian\bitmaps\guardian_railings_bump
0x00002F70,levels\multi\guardian\bitmaps\guardian_railings_illum
0x00002F71,levels\solo\100_citadel\bitmaps\panel_wall_vert
0x00002F72,levels\solo\100_citadel\bitmaps\panel_wall_vert_bump
0x00002F73,levels\multi\chill\bitmaps\chill_panel_door_trim_dif
0x00002F74,levels\multi\chill\bitmaps\chill_panel_door_trim_bump
0x00002F75,levels\multi\chill\bitmaps\chill_panel_deco_trim_parallax
0x00002F76,levels\multi\guardian\bitmaps\guardian_tree_bark_dif
0x00002F77,levels\multi\guardian\bitmaps\guardian_tree_branch_a_blend
0x00002F78,levels\multi\guardian\bitmaps\guardian_tree_vines_bump
0x00002F79,shaders\terrain_templates\_0_0_0_0_2_0
0x00002F7C,levels\multi\guardian\bitmaps\guardian_wall_a_dif
0x00002F7D,levels\multi\guardian\bitmaps\guardian_wall_a_bump
0x00002F7E,levels\multi\salvation\bitmaps\panel_tech_trim_dif
0x00002F7F,levels\multi\salvation\bitmaps\panel_tech_trim_bump
0x00002F80,levels\multi\salvation\bitmaps\panel_cust_arch_int_dif
0x00002F81,levels\multi\salvation\bitmaps\panel_cust_arch_int_bump
0x00002F82,levels\multi\salvation\bitmaps\panel_simple_dif
0x00002F83,levels\multi\salvation\bitmaps\panel_simple_bump
0x00002F84,levels\multi\salvation\bitmaps\light_tech_strip_illum
0x00002F85,levels\multi\guardian\bitmaps\guardian_minilift_floor_diff
0x00002F86,levels\multi\guardian\bitmaps\guardian_minilift_floor_bump
0x00002F87,levels\multi\guardian\bitmaps\guardian_columns_multiple_dif
0x00002F88,levels\multi\guardian\bitmaps\guardian_columns_multiple_bump
0x00002F89,levels\solo\070_waste\bitmaps\waste_panel_wall
0x00002F8A,levels\solo\070_waste\bitmaps\waste_panel_wall_bump
0x00002F8B,levels\multi\guardian\bitmaps\guardian_bars_bump
0x00002F8C,levels\multi\salvation\bitmaps\waste_wall_wedge_diffuse
0x00002F8D,levels\multi\salvation\bitmaps\waste_wall_wedge_bump
0x00002F8E,levels\multi\salvation\bitmaps\waste_wall_wedge_illum
0x00002F8F,levels\multi\salvation\bitmaps\waste_wall_wedge_illum_detail
0x00002F90,shaders\shader_templates\_0_2_0_1_2_2_5_0_0_0
0x00002F93,levels\multi\guardian\bitmaps\guardian_braces_side_dif
0x00002F94,levels\multi\guardian\bitmaps\guardian_braces_side_bump
0x00002F95,levels\multi\guardian\bitmaps\guardian_braces_side_light_dif
0x00002F96,levels\multi\guardian\bitmaps\guardian_braces_side_light_bump
0x00002F97,levels\multi\guardian\bitmaps\guardian_braces_side_illum
0x00002F98,levels\multi\guardian\bitmaps\guardian_braces_side_illum_detail
0x00002F99,shaders\shader_templates\_0_1_0_1_2_2_5_0_0_0
0x00002F9C,levels\multi\deadlock\bitmaps\deadlock_ground_dirt
0x00002F9D,levels\multi\deadlock\bitmaps\deadlock_ground_grass_dirty
0x00002F9E,levels\multi\snowbound\bitmaps\snow_fluffy
0x00002F9F,shaders\terrain_templates\_0_0_0_0_0_0
0x00002FA2,levels\solo\100_citadel\bitmaps\glass_control
0x00002FA3,levels\solo\100_citadel\bitmaps\glass_control_specular
0x00002FA4,levels\solo\100_citadel\bitmaps\detail_panel_tile_glass
0x00002FA5,shaders\shader_templates\_6_0_0_2_5_2_0_3_0_0
0x00002FA8,levels\solo\100_citadel\bitmaps\panel_poop_ramp
0x00002FA9,levels\solo\100_citadel\bitmaps\panel_poop_ramp_bump
0x00002FAA,levels\solo\100_citadel\bitmaps\panel_hall_doorway
0x00002FAB,levels\solo\100_citadel\bitmaps\panel_hall_doorway_bump
0x00002FAC,levels\solo\070_waste\bitmaps\light_plate
0x00002FAD,levels\solo\070_waste\bitmaps\light_plate_illum
0x00002FAE,levels\solo\070_waste\bitmaps\light_plate_bump
0x00002FAF,shaders\shader_templates\_0_1_0_1_2_0_1_0_0_0
0x00002FB2,levels\multi\guardian\bitmaps\guardian_tree_stump_floor_blend
0x00002FB3,levels\solo\100_citadel\bitmaps\nature\ground_humus_detail
0x00002FB4,levels\solo\100_citadel\bitmaps\nature\ground_humus_bump
0x00002FB5,shaders\terrain_templates\_0_0_0_1_2_0
0x00002FB8,levels\multi\guardian\bitmaps\guardian_treehanger_side_dif
0x00002FB9,levels\multi\guardian\bitmaps\guardian_treehanger_side_bump
0x00002FBA,levels\multi\guardian\bitmaps\guardian_glass_liftroom_dif
0x00002FBB,levels\multi\guardian\bitmaps\guardian_glass_liftroom_bump
0x00002FBC,levels\multi\guardian\bitmaps\guardian_glass_liftroom_spec
0x00002FBD,shaders\shader_templates\_0_1_0_2_5_2_0_5_0_0
0x00002FC0,levels\multi\guardian\bitmaps\guardian_manconnon_diff
0x00002FC1,levels\multi\guardian\bitmaps\guardian_manconnon_bump
0x00002FC2,levels\multi\salvation\bitmaps\panel_door_trim_illum
0x00002FC3,shaders\shader_templates\_0_2_0_1_2_2_0_0_0_0
0x00002FC6,levels\multi\salvation\bitmaps\waste_beam_diffuse
0x00002FC7,levels\multi\snowbound\bitmaps\cube_icecave_a_cubemap
0x00002FC8,levels\multi\salvation\bitmaps\waste_beam_bump
0x00002FC9,levels\multi\salvation\bitmaps\waste_beam_parallax
0x00002FCA,levels\multi\salvation\bitmaps\waste_beam_illum
0x00002FCB,shaders\shader_templates\_0_2_0_1_2_1_1_0_1_0
0x00002FD1,levels\solo\070_waste\bitmaps\panel_generic_simple_2x1_glass_diff
0x00002FD2,levels\multi\guardian\bitmaps\guardian_centerplatform_glass_dif
0x00002FD3,shaders\shader_templates\_0_1_0_2_5_2_0_3_0_0
0x00002FD6,levels\solo\100_citadel\bitmaps\cit_ringplatform_lights_diffuse
0x00002FD7,levels\solo\100_citadel\bitmaps\cit_ringplatform_lights_bump
0x00002FD8,levels\multi\guardian\bitmaps\guardian_centerroom_floor_dif
0x00002FD9,levels\multi\guardian\bitmaps\guardian_centerroom_floor_bump
0x00002FDA,levels\solo\100_citadel\bitmaps\cit_panel_mast_c
0x00002FDB,levels\solo\100_citadel\bitmaps\cit_panel_mast_c_bump
0x00002FDC,levels\solo\070_waste\bitmaps\detail_drips
0x00002FDD,shaders\shader_templates\_0_2_0_1_0_0_0_0_0_0
0x00002FE0,levels\multi\guardian\bitmaps\guardian_floor_liftroom_a_dif
0x00002FE1,levels\multi\guardian\bitmaps\guardian_floor_liftroom_a_bump
